TfName,GeneName,Family,UniProt,Source,TaxGroup,Species
NR5A2_MOUSE.H11MO.0.A,Nr5a2,FTZ-F1-related receptors (NR5),P45448,ChIP-Seq,vertebrates,Mus musculus
NR6A1_MOUSE.H11MO.0.D,Nr6a1,GCNF-related receptors (NR6),Q64249,ChIP-Seq,vertebrates,Mus musculus
NRF1_MOUSE.H11MO.0.A,Nrf1,NRF,Q9WU00,ChIP-Seq,vertebrates,Mus musculus
OLIG2_MOUSE.H11MO.0.A,Olig2,Tal-related factors,Q9EQW6,ChIP-Seq,vertebrates,Mus musculus
OLIG2_MOUSE.H11MO.1.A,Olig2,Tal-related factors,Q9EQW6,ChIP-Seq,vertebrates,Mus musculus
ONEC2_MOUSE.H11MO.0.D,Onecut2,HD-CUT factors,Q6XBJ3,Integrative,vertebrates,Mus musculus
OTX1_MOUSE.H11MO.0.D,Otx1,Paired-related HD factors,P80205,Integrative,vertebrates,Mus musculus
OTX2_MOUSE.H11MO.0.A,Otx2,Paired-related HD factors,P80206,ChIP-Seq,vertebrates,Mus musculus
OVOL1_MOUSE.H11MO.0.C,Ovol1,More than 3 adjacent zinc finger factors,Q9WTJ2,Integrative,vertebrates,Mus musculus
OVOL2_MOUSE.H11MO.0.C,Ovol2,More than 3 adjacent zinc finger factors,Q8CIV7,ChIP-Seq,vertebrates,Mus musculus
P53_MOUSE.H11MO.0.A,Tp53,p53-related factors,P02340,ChIP-Seq,vertebrates,Mus musculus
P53_MOUSE.H11MO.1.A,Tp53,p53-related factors,P02340,ChIP-Seq,vertebrates,Mus musculus
P63_MOUSE.H11MO.0.B,Tp63,p53-related factors,O88898,ChIP-Seq,vertebrates,Mus musculus
P63_MOUSE.H11MO.1.B,Tp63,p53-related factors,O88898,ChIP-Seq,vertebrates,Mus musculus
P73_MOUSE.H11MO.0.B,Tp73,p53-related factors,Q9JJP2,ChIP-Seq,vertebrates,Mus musculus
P73_MOUSE.H11MO.1.B,Tp73,p53-related factors,Q9JJP2,ChIP-Seq,vertebrates,Mus musculus
PAX2_MOUSE.H11MO.0.D,Pax2,Paired domain only,P32114,Integrative,vertebrates,Mus musculus
PAX3_MOUSE.H11MO.0.D,Pax3,Paired plus homeo domain,P24610,ChIP-Seq,vertebrates,Mus musculus
PAX5_MOUSE.H11MO.0.A,Pax5,Paired domain only,Q02650,ChIP-Seq,vertebrates,Mus musculus
PAX6_MOUSE.H11MO.0.C,Pax6,Paired plus homeo domain,P63015,ChIP-Seq,vertebrates,Mus musculus
PAX8_MOUSE.H11MO.0.D,Pax8,Paired domain only,Q00288,Integrative,vertebrates,Mus musculus
PBX1_MOUSE.H11MO.0.A,Pbx1,TALE-type homeo domain factors,P41778,ChIP-Seq,vertebrates,Mus musculus
PBX1_MOUSE.H11MO.1.A,Pbx1,TALE-type homeo domain factors,P41778,ChIP-Seq,vertebrates,Mus musculus
PBX1_MOUSE.H11MO.2.C,Pbx1,TALE-type homeo domain factors,P41778,Integrative,vertebrates,Mus musculus
PBX2_MOUSE.H11MO.0.C,Pbx2,TALE-type homeo domain factors,O35984,Integrative,vertebrates,Mus musculus
PBX3_MOUSE.H11MO.0.A,Pbx3,TALE-type homeo domain factors,O35317,Integrative,vertebrates,Mus musculus
PDX1_MOUSE.H11MO.0.B,Pdx1,HOX-related factors,P52946,ChIP-Seq,vertebrates,Mus musculus
PEBB_MOUSE.H11MO.0.C,Cbfb,,Q08024,Integrative,vertebrates,Mus musculus
PIT1_MOUSE.H11MO.0.C,Pou1f1,POU domain factors,Q00286,Integrative,vertebrates,Mus musculus
PITX1_MOUSE.H11MO.0.C,Pitx1,Paired-related HD factors,P70314,ChIP-Seq,vertebrates,Mus musculus
PITX2_MOUSE.H11MO.0.D,Pitx2,Paired-related HD factors,P97474,Integrative,vertebrates,Mus musculus
PKNX1_MOUSE.H11MO.0.A,Pknox1,TALE-type homeo domain factors,O70477,ChIP-Seq,vertebrates,Mus musculus
PLAG1_MOUSE.H11MO.0.D,Plag1,More than 3 adjacent zinc finger factors,Q9QYE0,Integrative,vertebrates,Mus musculus
PO2F1_MOUSE.H11MO.0.C,Pou2f1,POU domain factors,P25425,ChIP-Seq,vertebrates,Mus musculus
PO2F2_MOUSE.H11MO.0.B,Pou2f2,POU domain factors,Q00196,ChIP-Seq,vertebrates,Mus musculus
PO3F1_MOUSE.H11MO.0.C,Pou3f1,POU domain factors,P21952,ChIP-Seq,vertebrates,Mus musculus
PO3F2_MOUSE.H11MO.0.A,Pou3f2,POU domain factors,P31360,ChIP-Seq,vertebrates,Mus musculus
PO3F2_MOUSE.H11MO.1.A,Pou3f2,POU domain factors,P31360,ChIP-Seq,vertebrates,Mus musculus
PO4F2_MOUSE.H11MO.0.D,Pou4f2,POU domain factors,Q63934,Integrative,vertebrates,Mus musculus
PO5F1_MOUSE.H11MO.0.A,Pou5f1,POU domain factors,P20263,ChIP-Seq,vertebrates,Mus musculus
PO5F1_MOUSE.H11MO.1.A,Pou5f1,POU domain factors,P20263,ChIP-Seq,vertebrates,Mus musculus
PO6F1_MOUSE.H11MO.0.D,Pou6f1,POU domain factors,Q07916,Integrative,vertebrates,Mus musculus
PPARA_MOUSE.H11MO.0.A,Ppara,Thyroid hormone receptor-related factors (NR1),P23204,ChIP-Seq,vertebrates,Mus musculus
PPARA_MOUSE.H11MO.1.A,Ppara,Thyroid hormone receptor-related factors (NR1),P23204,ChIP-Seq,vertebrates,Mus musculus
PPARD_MOUSE.H11MO.0.D,Ppard,Thyroid hormone receptor-related factors (NR1),P35396,Integrative,vertebrates,Mus musculus
PPARG_MOUSE.H11MO.0.A,Pparg,Thyroid hormone receptor-related factors (NR1),P37238,ChIP-Seq,vertebrates,Mus musculus
PPARG_MOUSE.H11MO.1.A,Pparg,Thyroid hormone receptor-related factors (NR1),P37238,ChIP-Seq,vertebrates,Mus musculus
PRD14_MOUSE.H11MO.0.A,Prdm14,More than 3 adjacent zinc finger factors,E9Q3T6,ChIP-Seq,vertebrates,Mus musculus
PRD16_MOUSE.H11MO.0.B,Prdm16,Factors with multiple dispersed zinc fingers,A2A935,ChIP-Seq,vertebrates,Mus musculus
PRDM1_MOUSE.H11MO.0.A,Prdm1,More than 3 adjacent zinc finger factors,Q60636,ChIP-Seq,vertebrates,Mus musculus
PRDM5_MOUSE.H11MO.0.A,Prdm5,More than 3 adjacent zinc finger factors,Q9CXE0,ChIP-Seq,vertebrates,Mus musculus
PRDM5_MOUSE.H11MO.1.A,Prdm5,More than 3 adjacent zinc finger factors,Q9CXE0,ChIP-Seq,vertebrates,Mus musculus
PRDM9_MOUSE.H11MO.0.C,Prdm9,Factors with multiple dispersed zinc fingers,Q96EQ9,ChIP-Seq,vertebrates,Mus musculus
PRGR_MOUSE.H11MO.0.A,Pgr,Steroid hormone receptors (NR3),Q00175,ChIP-Seq,vertebrates,Mus musculus
PRGR_MOUSE.H11MO.1.A,Pgr,Steroid hormone receptors (NR3),Q00175,ChIP-Seq,vertebrates,Mus musculus
PROP1_MOUSE.H11MO.0.C,Prop1,Paired-related HD factors,P97458,ChIP-Seq,vertebrates,Mus musculus
PRRX1_MOUSE.H11MO.0.D,Prrx1,Paired-related HD factors,P63013,Integrative,vertebrates,Mus musculus
PRRX2_MOUSE.H11MO.0.C,Prrx2,Paired-related HD factors,Q06348,Integrative,vertebrates,Mus musculus
PTF1A_MOUSE.H11MO.0.A,Ptf1a,Tal-related factors,Q9QX98,ChIP-Seq,vertebrates,Mus musculus
PTF1A_MOUSE.H11MO.1.A,Ptf1a,Tal-related factors,Q9QX98,ChIP-Seq,vertebrates,Mus musculus
PURA_MOUSE.H11MO.0.D,Pura,PUR,P42669,Integrative,vertebrates,Mus musculus
RARA_MOUSE.H11MO.0.A,Rara,Thyroid hormone receptor-related factors (NR1),P11416,ChIP-Seq,vertebrates,Mus musculus
RARA_MOUSE.H11MO.1.A,Rara,Thyroid hormone receptor-related factors (NR1),P11416,ChIP-Seq,vertebrates,Mus musculus
RARA_MOUSE.H11MO.2.A,Rara,Thyroid hormone receptor-related factors (NR1),P11416,Integrative,vertebrates,Mus musculus
RARA_MOUSE.H11MO.3.A,Rara,Thyroid hormone receptor-related factors (NR1),P11416,ChIP-Seq,vertebrates,Mus musculus
RARB_MOUSE.H11MO.0.D,Rarb,Thyroid hormone receptor-related factors (NR1),P22605,Integrative,vertebrates,Mus musculus
RARG_MOUSE.H11MO.0.C,Rarg,Thyroid hormone receptor-related factors (NR1),P18911,ChIP-Seq,vertebrates,Mus musculus
RARG_MOUSE.H11MO.1.C,Rarg,Thyroid hormone receptor-related factors (NR1),P18911,ChIP-Seq,vertebrates,Mus musculus
RELB_MOUSE.H11MO.0.C,Relb,NF-kappaB-related factors,Q04863,Integrative,vertebrates,Mus musculus
REL_MOUSE.H11MO.0.A,Rel,NF-kappaB-related factors,P15307,ChIP-Seq,vertebrates,Mus musculus
REST_MOUSE.H11MO.0.A,Rest,Factors with multiple dispersed zinc fingers,Q8VIG1,ChIP-Seq,vertebrates,Mus musculus
RFX1_MOUSE.H11MO.0.A,Rfx1,RFX-related factors,P48377,ChIP-Seq,vertebrates,Mus musculus
RFX1_MOUSE.H11MO.1.A,Rfx1,RFX-related factors,P48377,ChIP-Seq,vertebrates,Mus musculus
RFX2_MOUSE.H11MO.0.A,Rfx2,RFX-related factors,P48379,ChIP-Seq,vertebrates,Mus musculus
RFX2_MOUSE.H11MO.1.A,Rfx2,RFX-related factors,P48379,ChIP-Seq,vertebrates,Mus musculus
RFX3_MOUSE.H11MO.0.C,Rfx3,RFX-related factors,P48381,ChIP-Seq,vertebrates,Mus musculus
RFX3_MOUSE.H11MO.1.C,Rfx3,RFX-related factors,P48381,ChIP-Seq,vertebrates,Mus musculus
RFX6_MOUSE.H11MO.0.C,Rfx6,RFX-related factors,Q8C7R7,ChIP-Seq,vertebrates,Mus musculus
RFX6_MOUSE.H11MO.1.C,Rfx6,RFX-related factors,Q8C7R7,ChIP-Seq,vertebrates,Mus musculus
RORA_MOUSE.H11MO.0.C,Rora,Thyroid hormone receptor-related factors (NR1),P51448,ChIP-Seq,vertebrates,Mus musculus
RORG_MOUSE.H11MO.0.B,Rorc,Thyroid hormone receptor-related factors (NR1),P51450,ChIP-Seq,vertebrates,Mus musculus
RREB1_MOUSE.H11MO.0.D,Rreb1,Factors with multiple dispersed zinc fingers,Q3UH06,Integrative,vertebrates,Mus musculus
RUNX1_MOUSE.H11MO.0.A,Runx1,Runt-related factors,Q03347,ChIP-Seq,vertebrates,Mus musculus
RUNX2_MOUSE.H11MO.0.A,Runx2,Runt-related factors,Q08775,ChIP-Seq,vertebrates,Mus musculus
RUNX3_MOUSE.H11MO.0.A,Runx3,Runt-related factors,Q64131,ChIP-Seq,vertebrates,Mus musculus
RXRA_MOUSE.H11MO.0.A,Rxra,RXR-related receptors (NR2),P28700,ChIP-Seq,vertebrates,Mus musculus
RXRA_MOUSE.H11MO.1.A,Rxra,RXR-related receptors (NR2),P28700,ChIP-Seq,vertebrates,Mus musculus
RXRA_MOUSE.H11MO.2.A,Rxra,RXR-related receptors (NR2),P28700,ChIP-Seq,vertebrates,Mus musculus
RXRB_MOUSE.H11MO.0.C,Rxrb,RXR-related receptors (NR2),P28704,Integrative,vertebrates,Mus musculus
RXRG_MOUSE.H11MO.0.B,Rxrg,RXR-related receptors (NR2),P28705,ChIP-Seq,vertebrates,Mus musculus
RXRG_MOUSE.H11MO.1.B,Rxrg,RXR-related receptors (NR2),P28705,ChIP-Seq,vertebrates,Mus musculus
SALL1_MOUSE.H11MO.0.D,Sall1,Factors with multiple dispersed zinc fingers,Q9ER74,ChIP-Seq,vertebrates,Mus musculus
SALL4_MOUSE.H11MO.0.A,Sall4,Factors with multiple dispersed zinc fingers,Q8BX22,ChIP-Seq,vertebrates,Mus musculus
SIX2_MOUSE.H11MO.0.A,Six2,HD-SINE factors,Q62232,ChIP-Seq,vertebrates,Mus musculus
SIX4_MOUSE.H11MO.0.C,Six4,HD-SINE factors,Q61321,ChIP-Seq,vertebrates,Mus musculus
SMAD1_MOUSE.H11MO.0.D,Smad1,SMAD factors,P70340,Integrative,vertebrates,Mus musculus
SMAD2_MOUSE.H11MO.0.A,Smad2,SMAD factors,Q62432,ChIP-Seq,vertebrates,Mus musculus
SMAD3_MOUSE.H11MO.0.B,Smad3,SMAD factors,Q8BUN5,ChIP-Seq,vertebrates,Mus musculus
SMAD4_MOUSE.H11MO.0.A,Smad4,SMAD factors,P97471,ChIP-Seq,vertebrates,Mus musculus
SMCA5_MOUSE.H11MO.0.C,Smarca5,Myb/SANT domain factors,Q91ZW3,ChIP-Seq,vertebrates,Mus musculus
SNAI1_MOUSE.H11MO.0.C,Snai1,More than 3 adjacent zinc finger factors,Q02085,Integrative,vertebrates,Mus musculus
SNAI2_MOUSE.H11MO.0.A,Snai2,More than 3 adjacent zinc finger factors,P97469,ChIP-Seq,vertebrates,Mus musculus
SOX10_MOUSE.H11MO.0.B,Sox10,,Q04888,ChIP-Seq,vertebrates,Mus musculus
SOX10_MOUSE.H11MO.1.A,Sox10,,Q04888,ChIP-Seq,vertebrates,Mus musculus
SOX13_MOUSE.H11MO.0.D,Sox13,SOX-related factors,Q04891,Integrative,vertebrates,Mus musculus
SOX15_MOUSE.H11MO.0.D,Sox15,SOX-related factors,P43267,Integrative,vertebrates,Mus musculus
SOX17_MOUSE.H11MO.0.D,Sox17,SOX-related factors,Q61473,ChIP-Seq,vertebrates,Mus musculus
SOX18_MOUSE.H11MO.0.D,Sox18,SOX-related factors,P43680,Integrative,vertebrates,Mus musculus
SOX2_MOUSE.H11MO.0.A,Sox2,SOX-related factors,P48432,ChIP-Seq,vertebrates,Mus musculus
SOX2_MOUSE.H11MO.1.A,Sox2,SOX-related factors,P48432,ChIP-Seq,vertebrates,Mus musculus
SOX3_MOUSE.H11MO.0.C,Sox3,SOX-related factors,P53784,ChIP-Seq,vertebrates,Mus musculus
SOX4_MOUSE.H11MO.0.A,Sox4,SOX-related factors,Q06831,ChIP-Seq,vertebrates,Mus musculus
SOX5_MOUSE.H11MO.0.C,Sox5,SOX-related factors,P35710,Integrative,vertebrates,Mus musculus
SOX9_MOUSE.H11MO.0.A,Sox9,SOX-related factors,Q04887,ChIP-Seq,vertebrates,Mus musculus
SOX9_MOUSE.H11MO.1.A,Sox9,SOX-related factors,Q04887,ChIP-Seq,vertebrates,Mus musculus
SP1_MOUSE.H11MO.0.A,Sp1,Three-zinc finger Krüppel-related factors,O89090,ChIP-Seq,vertebrates,Mus musculus
SP1_MOUSE.H11MO.1.A,Sp1,Three-zinc finger Krüppel-related factors,O89090,Integrative,vertebrates,Mus musculus
SP2_MOUSE.H11MO.0.B,Sp2,Three-zinc finger Krüppel-related factors,Q9D2H6,ChIP-Seq,vertebrates,Mus musculus
SP2_MOUSE.H11MO.1.C,Sp2,Three-zinc finger Krüppel-related factors,Q9D2H6,ChIP-Seq,vertebrates,Mus musculus
SP3_MOUSE.H11MO.0.B,Sp3,Three-zinc finger Krüppel-related factors,O70494,Integrative,vertebrates,Mus musculus
SP4_MOUSE.H11MO.0.B,Sp4,Three-zinc finger Krüppel-related factors,Q62445,ChIP-Seq,vertebrates,Mus musculus
SP4_MOUSE.H11MO.1.B,Sp4,Three-zinc finger Krüppel-related factors,Q62445,ChIP-Seq,vertebrates,Mus musculus
SP5_MOUSE.H11MO.0.C,Sp5,Three-zinc finger Krüppel-related factors,Q9JHX2,ChIP-Seq,vertebrates,Mus musculus
SP5_MOUSE.H11MO.1.C,Sp5,Three-zinc finger Krüppel-related factors,Q9JHX2,ChIP-Seq,vertebrates,Mus musculus
SP7_MOUSE.H11MO.0.A,Sp7,Three-zinc finger Krüppel-related factors,Q8VI67,ChIP-Seq,vertebrates,Mus musculus
SPI1_MOUSE.H11MO.0.A,Spi1,Ets-related factors,P17433,ChIP-Seq,vertebrates,Mus musculus
SPIB_MOUSE.H11MO.0.A,Spib,Ets-related factors,O35906,ChIP-Seq,vertebrates,Mus musculus
SPZ1_MOUSE.H11MO.0.D,Spz1,,Q99MY0,Integrative,vertebrates,Mus musculus
SRBP1_MOUSE.H11MO.0.B,Srebf1,bHLH-ZIP factors,Q9WTN3,Integrative,vertebrates,Mus musculus
SRBP2_MOUSE.H11MO.0.B,Srebf2,bHLH-ZIP factors,Q3U1N2,Integrative,vertebrates,Mus musculus
SRF_MOUSE.H11MO.0.A,Srf,Responders to external signals (SRF/RLM1),Q9JM73,ChIP-Seq,vertebrates,Mus musculus
SRY_MOUSE.H11MO.0.B,Sry,SOX-related factors,Q05738,Integrative,vertebrates,Mus musculus
STA5A_MOUSE.H11MO.0.A,Stat5a,STAT factors,P42230,ChIP-Seq,vertebrates,Mus musculus
STA5B_MOUSE.H11MO.0.A,Stat5b,STAT factors,P42232,ChIP-Seq,vertebrates,Mus musculus
STAT1_MOUSE.H11MO.0.A,Stat1,STAT factors,P42225,ChIP-Seq,vertebrates,Mus musculus
STAT1_MOUSE.H11MO.1.A,Stat1,STAT factors,P42225,ChIP-Seq,vertebrates,Mus musculus
STAT2_MOUSE.H11MO.0.A,Stat2,STAT factors,Q9WVL2,ChIP-Seq,vertebrates,Mus musculus
STAT3_MOUSE.H11MO.0.A,Stat3,STAT factors,P42227,ChIP-Seq,vertebrates,Mus musculus
STAT4_MOUSE.H11MO.0.A,Stat4,STAT factors,P42228,ChIP-Seq,vertebrates,Mus musculus
STAT6_MOUSE.H11MO.0.A,Stat6,STAT factors,P52633,ChIP-Seq,vertebrates,Mus musculus
STF1_MOUSE.H11MO.0.B,Nr5a1,FTZ-F1-related receptors (NR5),P33242,ChIP-Seq,vertebrates,Mus musculus
SUH_MOUSE.H11MO.0.A,Rbpj,CSL-related factors,P31266,ChIP-Seq,vertebrates,Mus musculus
TAF1_MOUSE.H11MO.0.A,Taf1,TCF-7-related factors,Q80UV9,ChIP-Seq,vertebrates,Mus musculus
TAL1_MOUSE.H11MO.0.A,Tal1,Tal-related factors,P22091,ChIP-Seq,vertebrates,Mus musculus
TBP_MOUSE.H11MO.0.A,Tbp,TBP-related factors,P29037,ChIP-Seq,vertebrates,Mus musculus
TBX20_MOUSE.H11MO.0.C,Tbx20,TBX1-related factors,Q9ES03,ChIP-Seq,vertebrates,Mus musculus
TBX21_MOUSE.H11MO.0.A,Tbx21,TBrain-related factors,Q9JKD8,ChIP-Seq,vertebrates,Mus musculus
TBX2_MOUSE.H11MO.0.D,Tbx2,TBX2-related factors,Q60707,Integrative,vertebrates,Mus musculus
TBX3_MOUSE.H11MO.0.B,Tbx3,TBX2-related factors,P70324,ChIP-Seq,vertebrates,Mus musculus
TBX5_MOUSE.H11MO.0.D,Tbx5,TBX2-related factors,P70326,Integrative,vertebrates,Mus musculus
TCF7_MOUSE.H11MO.0.A,Tcf7,TCF-7-related factors,Q00417,ChIP-Seq,vertebrates,Mus musculus
TEAD1_MOUSE.H11MO.0.A,Tead1,TEF-1-related factors,P30051,ChIP-Seq,vertebrates,Mus musculus
TEAD2_MOUSE.H11MO.0.C,Tead2,TEF-1-related factors,P48301,ChIP-Seq,vertebrates,Mus musculus
TEAD3_MOUSE.H11MO.0.D,Tead3,TEF-1-related factors,P70210,Integrative,vertebrates,Mus musculus
TEAD4_MOUSE.H11MO.0.A,Tead4,TEF-1-related factors,Q62296,ChIP-Seq,vertebrates,Mus musculus
TEF_MOUSE.H11MO.0.D,Tef,C/EBP-related,Q9JLC6,Integrative,vertebrates,Mus musculus
TF2L1_MOUSE.H11MO.0.C,Tfcp2l1,CP2-related factors,Q3UNW5,ChIP-Seq,vertebrates,Mus musculus
TF2L1_MOUSE.H11MO.1.C,Tfcp2l1,CP2-related factors,Q3UNW5,ChIP-Seq,vertebrates,Mus musculus
TF65_MOUSE.H11MO.0.A,Rela,NF-kappaB-related factors,Q04207,ChIP-Seq,vertebrates,Mus musculus
TF7L1_MOUSE.H11MO.0.A,Tcf7l1,TCF-7-related factors,Q9Z1J1,ChIP-Seq,vertebrates,Mus musculus
TF7L2_MOUSE.H11MO.0.A,Tcf7l2,TCF-7-related factors,Q924A0,ChIP-Seq,vertebrates,Mus musculus
TFCP2_MOUSE.H11MO.0.D,Tfcp2,CP2-related factors,Q9ERA0,Integrative,vertebrates,Mus musculus
TFDP1_MOUSE.H11MO.0.D,Tfdp1,E2F-related factors,Q08639,ChIP-Seq,vertebrates,Mus musculus
TFE2_MOUSE.H11MO.0.A,Tcf3,E2A-related factors,P15806,ChIP-Seq,vertebrates,Mus musculus
TFE3_MOUSE.H11MO.0.A,Tfe3,bHLH-ZIP factors,Q64092,ChIP-Seq,vertebrates,Mus musculus
TFEB_MOUSE.H11MO.0.C,Tfeb,bHLH-ZIP factors,Q9R210,Integrative,vertebrates,Mus musculus
TGIF1_MOUSE.H11MO.0.A,Tgif1,TALE-type homeo domain factors,P70284,ChIP-Seq,vertebrates,Mus musculus
THA11_MOUSE.H11MO.0.B,Thap11,THAP-related factors,Q9JJD0,ChIP-Seq,vertebrates,Mus musculus
THA_MOUSE.H11MO.0.C,Thra,Thyroid hormone receptor-related factors (NR1),P63058,ChIP-Seq,vertebrates,Mus musculus
THA_MOUSE.H11MO.1.C,Thra,Thyroid hormone receptor-related factors (NR1),P63058,ChIP-Seq,vertebrates,Mus musculus
THB_MOUSE.H11MO.0.D,Thrb,Thyroid hormone receptor-related factors (NR1),P37242,ChIP-Seq,vertebrates,Mus musculus
TLX1_MOUSE.H11MO.0.D,Tlx1,NK-related factors,P43345,Integrative,vertebrates,Mus musculus
TWST1_MOUSE.H11MO.0.B,Twist1,Tal-related factors,P26687,ChIP-Seq,vertebrates,Mus musculus
TWST1_MOUSE.H11MO.1.B,Twist1,Tal-related factors,P26687,ChIP-Seq,vertebrates,Mus musculus
TYY1_MOUSE.H11MO.0.A,Yy1,More than 3 adjacent zinc finger factors,Q00899,ChIP-Seq,vertebrates,Mus musculus
UBIP1_MOUSE.H11MO.0.D,Ubp1,CP2-related factors,Q811S7,Integrative,vertebrates,Mus musculus
USF1_MOUSE.H11MO.0.A,Usf1,bHLH-ZIP factors,Q61069,ChIP-Seq,vertebrates,Mus musculus
USF2_MOUSE.H11MO.0.A,Usf2,bHLH-ZIP factors,Q64705,ChIP-Seq,vertebrates,Mus musculus
VDR_MOUSE.H11MO.0.A,Vdr,Thyroid hormone receptor-related factors (NR1),P48281,ChIP-Seq,vertebrates,Mus musculus
VDR_MOUSE.H11MO.1.A,Vdr,Thyroid hormone receptor-related factors (NR1),P48281,ChIP-Seq,vertebrates,Mus musculus
VSX2_MOUSE.H11MO.0.C,Vsx2,Paired-related HD factors,Q61412,ChIP-Seq,vertebrates,Mus musculus
WT1_MOUSE.H11MO.0.B,Wt1,More than 3 adjacent zinc finger factors,P22561,ChIP-Seq,vertebrates,Mus musculus
WT1_MOUSE.H11MO.1.A,Wt1,More than 3 adjacent zinc finger factors,P22561,ChIP-Seq,vertebrates,Mus musculus
XBP1_MOUSE.H11MO.0.C,Xbp1,XBP-1-related factors,O35426,Integrative,vertebrates,Mus musculus
ZBT17_MOUSE.H11MO.0.A,Zbtb17,Factors with multiple dispersed zinc fingers,Q60821,ChIP-Seq,vertebrates,Mus musculus
ZBT18_MOUSE.H11MO.0.D,Zbtb18,More than 3 adjacent zinc finger factors,Q9WUK6,ChIP-Seq,vertebrates,Mus musculus
ZBT7A_MOUSE.H11MO.0.B,Zbtb7a,More than 3 adjacent zinc finger factors,O88939,ChIP-Seq,vertebrates,Mus musculus
ZBTB6_MOUSE.H11MO.0.D,Zbtb6,More than 3 adjacent zinc finger factors,Q8K088,ChIP-Seq,vertebrates,Mus musculus
ZEB1_MOUSE.H11MO.0.B,Zeb1,HD-ZF factors,Q64318,ChIP-Seq,vertebrates,Mus musculus
ZEP1_MOUSE.H11MO.0.D,Hivep1,Factors with multiple dispersed zinc fingers,Q03172,Integrative,vertebrates,Mus musculus
ZEP2_MOUSE.H11MO.0.D,Hivep2,Factors with multiple dispersed zinc fingers,Q3UHF7,Integrative,vertebrates,Mus musculus
ZFHX3_MOUSE.H11MO.0.D,Zfhx3,HD-ZF factors,Q61329,Integrative,vertebrates,Mus musculus
ZFP42_MOUSE.H11MO.0.A,Zfp42,More than 3 adjacent zinc finger factors,P22227,ChIP-Seq,vertebrates,Mus musculus
ZFP57_MOUSE.H11MO.0.B,Zfp57,Factors with multiple dispersed zinc fingers,Q8C6P8,ChIP-Seq,vertebrates,Mus musculus
ZFX_MOUSE.H11MO.0.B,Zfx,More than 3 adjacent zinc finger factors,P17012,Integrative,vertebrates,Mus musculus
ZFX_MOUSE.H11MO.1.B,Zfx,More than 3 adjacent zinc finger factors,P17012,ChIP-Seq,vertebrates,Mus musculus
ZIC1_MOUSE.H11MO.0.B,Zic1,More than 3 adjacent zinc finger factors,P46684,Integrative,vertebrates,Mus musculus
ZIC2_MOUSE.H11MO.0.C,Zic2,More than 3 adjacent zinc finger factors,Q62520,ChIP-Seq,vertebrates,Mus musculus
ZIC3_MOUSE.H11MO.0.A,Zic3,More than 3 adjacent zinc finger factors,Q62521,ChIP-Seq,vertebrates,Mus musculus
ZKSC1_MOUSE.H11MO.0.A,Zkscan1,More than 3 adjacent zinc finger factors,Q8BGS3,ChIP-Seq,vertebrates,Mus musculus
ZN143_MOUSE.H11MO.0.A,Znf143,More than 3 adjacent zinc finger factors,O70230,ChIP-Seq,vertebrates,Mus musculus
ZN148_MOUSE.H11MO.0.D,Znf148,More than 3 adjacent zinc finger factors,Q61624,Integrative,vertebrates,Mus musculus
ZN281_MOUSE.H11MO.0.A,Znf281,More than 3 adjacent zinc finger factors,Q99LI5,ChIP-Seq,vertebrates,Mus musculus
ZN322_MOUSE.H11MO.0.B,Znf322,More than 3 adjacent zinc finger factors,Q8BZ89,ChIP-Seq,vertebrates,Mus musculus
ZN335_MOUSE.H11MO.0.A,Znf335,Factors with multiple dispersed zinc fingers,A2A5K6,ChIP-Seq,vertebrates,Mus musculus
ZN335_MOUSE.H11MO.1.A,Znf335,Factors with multiple dispersed zinc fingers,A2A5K6,ChIP-Seq,vertebrates,Mus musculus
ZN423_MOUSE.H11MO.0.D,Znf423,Factors with multiple dispersed zinc fingers,Q80TS5,Integrative,vertebrates,Mus musculus
ZN431_MOUSE.H11MO.0.C,Znf431,More than 3 adjacent zinc finger factors,E9QAG8,ChIP-Seq,vertebrates,Mus musculus
